PDB ID,UniProt Accession,EC ID,Enzyme Name
3twl,O80358,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3vk8,Q5UQ00,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
1ee8,O50606,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
5itu,Q96FI4,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3w0f,Q8K203,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
2xhi,O15527,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3fhg,Q97ZK2,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3n0u,Q9X2E1,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
5a2q,P23396,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3g91,O26314,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
4myd,P37355,4.2.99.20,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
3st6,P9WFX1,4.2.99.21,isochorismate lyase
3ret,Q51507,4.2.99.21,isochorismate lyase
1jsw,P0AC38,4.3.1.1,aspartate ammonia-lyase
1kko,O66145,4.3.1.2,methylaspartate ammonia-lyase
1gkm,P21310,4.3.1.3,histidine ammonia-lyase
1qd1,P53603,4.3.1.4,formimidoyltetrahydrofolate cyclodeaminase
2pfd,O88618,4.3.1.4,formimidoyltetrahydrofolate cyclodeaminase
5ysn,P0AEJ6,4.3.1.7,ethanolamine ammonia-lyase
5ysn,P19636,4.3.1.7,ethanolamine ammonia-lyase
1x7d,Q88H32,4.3.1.12,ornithine cyclodeaminase
4d9k,P66899,4.3.1.15,diaminopropionate ammonia-lyase
4h27,P20132,4.3.1.17,L-serine ammonia-lyase
3l6b,Q9GZT4,4.3.1.17,L-serine ammonia-lyase
1v71,O59791,4.3.1.17,L-serine ammonia-lyase
3iau,P25306,4.3.1.17,L-serine ammonia-lyase
2gn0,P11954,4.3.1.17,L-serine ammonia-lyase
3anu,A0A8V1ABE9,4.3.1.18,D-serine ammonia-lyase
3ss7,P00926,4.3.1.18,D-serine ammonia-lyase
3l6b,Q9GZT4,4.3.1.18,D-serine ammonia-lyase
1v71,O59791,4.3.1.18,D-serine ammonia-lyase
1tdj,P04968,4.3.1.19,threonine ammonia-lyase
4h27,P20132,4.3.1.19,threonine ammonia-lyase
3iau,P25306,4.3.1.19,threonine ammonia-lyase
2gn0,P11954,4.3.1.19,threonine ammonia-lyase
2o6y,Q3IWB0,4.3.1.23,tyrosine ammonia-lyase
2qve,Q8GMG0,4.3.1.23,tyrosine ammonia-lyase
1w27,P24481,4.3.1.24,phenylalanine ammonia-lyase
2nyn,Q3M5Z3,4.3.1.24,phenylalanine ammonia-lyase
4c5s,Q68G84,4.3.1.24,phenylalanine ammonia-lyase
1y2m,P11544,4.3.1.25,phenylalanine/tyrosine ammonia-lyase
3wqc,B2DFG5,4.3.1.27,threo-3-hydroxy-D-aspartate ammonia-lyase
1k7w,P24058,4.3.2.1,argininosuccinate lyase
1tj7,P11447,4.3.2.1,argininosuccinate lyase
6ig5,P9WPY7,4.3.2.1,argininosuccinate lyase
2ptr,P0AB89,4.3.2.2,adenylosuccinate lyase
2j91,P30566,4.3.2.2,adenylosuccinate lyase
1c3c,Q9X0I0,4.3.2.2,adenylosuccinate lyase
2bdr,P59285,4.3.2.3,ureidoglycolate lyase
5wkw,P14925,4.3.2.5,peptidylamidoglycolate lyase
3jud,Q9BVM4,4.3.2.8,gamma-glutamylamine cyclotransferase
3cry,O75223,4.3.2.9,gamma-glutamylcyclotransferase
1gpw,Q9X0C8,4.3.2.10,imidazole glycerol-phosphate synthase
4gud,Q9KSX0,4.3.2.10,imidazole glycerol-phosphate synthase
1jvn,P33734,4.3.2.10,imidazole glycerol-phosphate synthase
1gpw,Q9X0C6,4.3.2.10,imidazole glycerol-phosphate synthase
2pfc,P9WM67,4.3.2.11,(3R)-3-[(carboxylmethyl)amino]fatty acid synthase
2fp8,P68175,4.3.3.2,strictosidine synthase
2abw,Q8IIK4,4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
2yzr,Q58090,4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
2zbt,Q5SKD9,4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
2nv0,P37528,4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
3daq,Q6GH13,4.3.3.7,4-hydroxy-tetrahydrodipicolinate synthase
4njh,A0A0H3KB22,4.3.99.3,7-carboxy-7-deazaguanine synthase
5fav,Q30W70,4.3.99.4,choline trimethylamine-lyase
5xny,A0A0K2JL82,4.3.99.5,nitrosuccinate lyase
4la2,D0CY60,4.4.1.3,dimethylpropiothetin dethiomethylase
5cu1,Q5LT18,4.4.1.3,dimethylpropiothetin dethiomethylase
2hox,Q01594,4.4.1.4,alliin lyase
4ogg,Q9M8R4,4.4.1.5,lactoylglutathione lyase
3w0t,Q04760,4.4.1.5,lactoylglutathione lyase
4wlh,Q16773,4.4.1.13,cysteine-S-conjugate beta-lyase
1d2f,P23256,4.4.1.13,cysteine-S-conjugate beta-lyase
4itx,P06721,4.4.1.13,cysteine-S-conjugate beta-lyase
3piu,P37821,4.4.1.14,1-aminocyclopropane-1-carboxylate synthase
4d9b,Q8ZNT7,4.4.1.15,D-cysteine desulfhydrase
4q75,Q93WX6,4.4.1.16,selenocysteine lyase
4lw4,Q46925,4.4.1.16,selenocysteine lyase
3a9z,Q68FT9,4.4.1.16,selenocysteine lyase
1qwg,Q57703,4.4.1.19,phosphosulfolactate synthase
4bpm,Q16873,4.4.1.20,leukotriene-C4 synthase
1j98,O34667,4.4.1.21,S-ribosylhomocysteine lyase
5e68,Q8Z4D7,4.4.1.21,S-ribosylhomocysteine lyase
1x6m,Q51669,4.4.1.22,S-(hydroxymethyl)glutathione synthase
5b08,I6WU39,4.4.1.26,olivetolic acid cyclase
4itx,P06721,4.4.1.28,L-cysteine desulfidase
5ymr,Q727N1,4.4.1.38,isethionate sulfite-lyase
3ein,P20432,4.5.1.1,DDT-dehydrochlorinase
1azs,P26769,4.6.1.1,adenylate cyclase
1azs,P30803,4.6.1.1,adenylate cyclase
4cll,Q96PN6,4.6.1.1,adenylate cyclase
1fx2,Q99279,4.6.1.1,adenylate cyclase
4p2f,P9WQ35,4.6.1.1,adenylate cyclase
1k90,P40136,4.6.1.1,adenylate cyclase
1yrt,P0DKX7,4.6.1.1,adenylate cyclase
1ybt,O07732,4.6.1.1,adenylate cyclase
1y10,P9WMU9,4.6.1.1,adenylate cyclase
1dp4,P18910,4.6.1.2,guanylate cyclase
2wz1,Q02153,4.6.1.2,guanylate cyclase
3hls,P20595,4.6.1.2,guanylate cyclase
1w55,Q9PM68,4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
3f0d,Q3JRA0,4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
4c81,P62368,4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
1iv3,Q8RQP5,4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
2plc,P34024,4.6.1.13,phosphatidylinositol diacylglycerol-lyase
4i90,P45723,4.6.1.13,phosphatidylinositol diacylglycerol-lyase
3p1y,Q9YBF1,4.6.1.16,tRNA-intron lyase
3p1y,O29362,4.6.1.16,tRNA-intron lyase
1a79,Q58819,4.6.1.16,tRNA-intron lyase
5x89,Q8TGZ7,4.6.1.16,tRNA-intron lyase
3iey,Q74MP4,4.6.1.16,tRNA-intron lyase
2zyz,Q8ZVI1,4.6.1.16,tRNA-intron lyase
4pyd,P0A738,4.6.1.17,cyclic pyranopterin monophosphate synthase
2p45,P61823,4.6.1.18,pancreatic ribonuclease
4dw4,Q96662,4.6.1.19,ribonuclease T2
4ild,P19711,4.6.1.19,ribonuclease T2
2yq3,Q01499,4.6.1.19,ribonuclease T2
1ucd,P23540,4.6.1.19,ribonuclease T2
1bol,P08056,4.6.1.19,ribonuclease T2
1ioo,Q7SID5,4.6.1.19,ribonuclease T2
1iqq,O80323,4.6.1.19,ribonuclease T2
3t0o,O00584,4.6.1.19,ribonuclease T2
3agn,P00654,4.6.1.20,ribonuclease U2
2pqx,P21338,4.6.1.21,Enterobacter ribonuclease
1lni,P05798,4.6.1.24,ribonuclease T1
4odk,P00651,4.6.1.24,ribonuclease T1
4xb6,P16688,4.7.1.1,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
5gqt,Q9SDM9,4.8.1.5,thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming)
3hcn,P22830,4.98.1.1,protoporphyrin ferrochelatase
5u7a,P77072,4.99.1.2,alkylmercury lyase
2xvy,Q72EC8,4.99.1.3,sirohydrochlorin cobaltochelatase
2xws,O29537,4.99.1.3,sirohydrochlorin cobaltochelatase
2xvy,Q72EC8,4.99.1.4,sirohydrochlorin ferrochelatase
1pjq,P25924,4.99.1.4,sirohydrochlorin ferrochelatase
1kyq,P15807,4.99.1.4,sirohydrochlorin ferrochelatase
2h1v,P32396,4.99.1.9,coproporphyrin ferrochelatase
1rcq,Q9HTQ2,5.1.1.1,alanine racemase
1bd0,P10724,5.1.1.1,alanine racemase
5fag,O86786,5.1.1.1,alanine racemase
1zuw,P94556,5.1.1.3,glutamate racemase
2jfn,P22634,5.1.1.3,glutamate racemase
2jfz,Q9ZLT0,5.1.1.3,glutamate racemase
6hjf,Q4DA80,5.1.1.4,proline racemase
3co8,Q04HB7,5.1.1.5,lysine racemase
3ejx,Q9LFG2,5.1.1.7,diaminopimelate epimerase
2otn,Q81XR2,5.1.1.7,diaminopimelate epimerase
5h2g,Q8NP73,5.1.1.7,diaminopimelate epimerase
2gke,P44859,5.1.1.7,diaminopimelate epimerase
4k8l,A6WW16,5.1.1.8,4-hydroxyproline epimerase
4lb0,B9JQV3,5.1.1.8,4-hydroxyproline epimerase
4jbd,A5VZY6,5.1.1.8,4-hydroxyproline epimerase
4beu,Q9KSE5,5.1.1.10,amino-acid racemase
1amu,P0C061,5.1.1.11,phenylalanine racemase (ATP-hydrolyzing)
5n81,P09095,5.1.1.11,phenylalanine racemase (ATP-hydrolyzing)
1jfl,O58403,5.1.1.13,aspartate racemase
3l6b,Q9GZT4,5.1.1.18,serine racemase
1v71,O59791,5.1.1.18,serine racemase
3ijl,Q8A861,5.1.1.20,L-Ala-D/L-Glu epimerase
2zad,Q9WXM1,5.1.1.20,L-Ala-D/L-Glu epimerase
4j1o,A1B198,5.1.1.22,4-hydroxyproline betaine 2-epimerase
2yjg,D9TQ02,5.1.2.1,lactate racemase
4x2p,P11444,5.1.2.2,mandelate racemase
1wdk,P28793,5.1.2.3,3-hydroxybutyryl-CoA epimerase
2wtb,Q9ZPI5,5.1.2.3,3-hydroxybutyryl-CoA epimerase
3ovp,Q96AT9,5.1.3.1,ribulose-phosphate 3-epimerase
1z45,P04397,5.1.3.2,UDP-glucose 4-epimerase
5gy7,P09147,5.1.3.2,UDP-glucose 4-epimerase
1z45,P04397,5.1.3.3,aldose 1-epimerase
3mwx,P39840,5.1.3.3,aldose 1-epimerase
1k0w,P08203,5.1.3.4,L-ribulose-5-phosphate 4-epimerase
3ruf,Q7BJX9,5.1.3.7,UDP-N-acetylglucosamine 4-epimerase
3igs,Q8ZLQ7,5.1.3.9,N-acylglucosamine-6-phosphate 2-epimerase
4utu,Q8XNZ3,5.1.3.9,N-acylglucosamine-6-phosphate 2-epimerase
1orr,P14169,5.1.3.10,CDP-paratose 2-epimerase
3wkg,F8WRK9,5.1.3.11,cellobiose epimerase
4qqr,Q9LQ04,5.1.3.13,"dTDP-4-dehydrorhamnose 3,5-epimerase"
4fkz,P39131,5.1.3.14,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
4nes,Q58899,5.1.3.14,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
2hta,Q8ZPV9,5.1.3.15,glucose-6-phosphate 1-epimerase
2cir,Q03161,5.1.3.15,glucose-6-phosphate 1-epimerase
2c5a,Q93VR3,5.1.3.18,"GDP-mannose 3,5-epimerase"
1eq2,P67910,5.1.3.20,ADP-glyceromanno-heptose 6-epimerase
3cqj,Q8XDI5,5.1.3.22,L-ribulose-5-phosphate 3-epimerase
4xsl,O50580,5.1.3.31,D-tagatose 3-epimerase
2qlw,Q7BSH1,5.1.3.32,L-rhamnose mutarotase
5lw3,Q9ZFH0,5.1.3.37,mannuronan 5-epimerase
4nk6,Q887Q3,5.1.3.37,mannuronan 5-epimerase
3rmu,Q96PE7,5.1.99.1,methylmalonyl-CoA epimerase
2yim,O06543,5.1.99.4,alpha-methylacyl-CoA racemase
2o8n,Q8K4Z3,5.1.99.6,NAD(P)H-hydrate epimerase
3k5w,P56176,5.1.99.6,NAD(P)H-hydrate epimerase
3rss,Q9X024,5.1.99.6,NAD(P)H-hydrate epimerase
1b9l,P0AC19,5.1.99.7,dihydroneopterin triphosphate 2'-epimerase
2o90,P0AC16,5.1.99.8,"7,8-dihydroneopterin epimerase"
1nbu,P9WNC5,5.1.99.8,"7,8-dihydroneopterin epimerase"
2xed,Q5YXQ1,5.2.1.1,maleate isomerase
2cz2,Q9WVL0,5.2.1.2,maleylacetoacetate isomerase
2v6k,O86043,5.2.1.4,maleylpyruvate isomerase
3rfw,Q0PAS1,5.2.1.8,peptidylprolyl isomerase
3rfy,Q9SSA5,5.2.1.8,peptidylprolyl isomerase
4msp,Q9NWM8,5.2.1.8,peptidylprolyl isomerase
5i7p,P62942,5.2.1.8,peptidylprolyl isomerase
2fbn,Q8I4V8,5.2.1.8,peptidylprolyl isomerase
4ca9,P54397,5.2.1.8,peptidylprolyl isomerase
2if4,Q9LDC0,5.2.1.8,peptidylprolyl isomerase
3jxv,Q43207,5.2.1.8,peptidylprolyl isomerase
1q6h,P45523,5.2.1.8,peptidylprolyl isomerase
5gpg,Q00688,5.2.1.8,peptidylprolyl isomerase
4lay,Q02790,5.2.1.8,peptidylprolyl isomerase
4dri,Q13451,5.2.1.8,peptidylprolyl isomerase
3ey6,Q14318,5.2.1.8,peptidylprolyl isomerase
3prb,Q58235,5.2.1.8,peptidylprolyl isomerase
4dt4,P0AEM0,5.2.1.8,peptidylprolyl isomerase
2uz5,Q5ZXE0,5.2.1.8,peptidylprolyl isomerase
1jvw,Q09734,5.2.1.8,peptidylprolyl isomerase
4u85,Q13526,5.2.1.8,peptidylprolyl isomerase
3ui4,Q9Y237,5.2.1.8,peptidylprolyl isomerase
1iip,P26882,5.2.1.8,peptidylprolyl isomerase
6id1,Q9UNP9,5.2.1.8,peptidylprolyl isomerase
4o8h,P30405,5.2.1.8,peptidylprolyl isomerase
1mzw,O43447,5.2.1.8,peptidylprolyl isomerase
6id1,Q9Y3C6,5.2.1.8,peptidylprolyl isomerase
3jb9,P87051,5.2.1.8,peptidylprolyl isomerase
2a2n,Q96BP3,5.2.1.8,peptidylprolyl isomerase
2jzv,P60747,5.2.1.8,peptidylprolyl isomerase
2ixm,Q15257,5.2.1.8,peptidylprolyl isomerase
5i7p,P0A9K9,5.2.1.8,peptidylprolyl isomerase
2kr7,O25748,5.2.1.8,peptidylprolyl isomerase
2pv3,P0ABZ6,5.2.1.8,peptidylprolyl isomerase
2d3o,Q9RT21,5.2.1.8,peptidylprolyl isomerase
1oms,P0A850,5.2.1.8,peptidylprolyl isomerase
1hxv,P47480,5.2.1.8,peptidylprolyl isomerase
3gty,Q9WZF8,5.2.1.8,peptidylprolyl isomerase
1t11,Q9KQS5,5.2.1.8,peptidylprolyl isomerase
3s6d,P0CL22,5.3.1.1,triose-phosphate isomerase
2jgq,P56076,5.3.1.1,triose-phosphate isomerase
2vxn,P48499,5.3.1.1,triose-phosphate isomerase
3ta6,P9WG43,5.3.1.1,triose-phosphate isomerase
5csr,Q9HLB6,5.3.1.1,triose-phosphate isomerase
1w0m,Q8NKN9,5.3.1.1,triose-phosphate isomerase
4r1q,Q5KYP7,5.3.1.4,L-arabinose isomerase
1muw,P15587,5.3.1.5,xylose isomerase
5uf2,B4RL16,5.3.1.6,ribose-5-phosphate isomerase
2f8m,Q8I3W2,5.3.1.6,ribose-5-phosphate isomerase
4x84,Q9I6G1,5.3.1.6,ribose-5-phosphate isomerase
1lk5,O50083,5.3.1.6,ribose-5-phosphate isomerase
1uj6,Q72J47,5.3.1.6,ribose-5-phosphate isomerase
1xtz,Q12189,5.3.1.6,ribose-5-phosphate isomerase
6mu0,P47636,5.3.1.6,ribose-5-phosphate isomerase
2vvp,P9WKD7,5.3.1.6,ribose-5-phosphate isomerase
1qwr,P39841,5.3.1.8,mannose-6-phosphate isomerase
2wfp,P25081,5.3.1.8,mannose-6-phosphate isomerase
1pmi,P34948,5.3.1.8,mannose-6-phosphate isomerase
1tzb,Q8ZWV0,5.3.1.8,mannose-6-phosphate isomerase
4em6,Q8YF86,5.3.1.9,glucose-6-phosphate isomerase
3ljk,Q5NFC4,5.3.1.9,glucose-6-phosphate isomerase
2cxn,P06745,5.3.1.9,glucose-6-phosphate isomerase
4luk,P83194,5.3.1.9,glucose-6-phosphate isomerase
3ff1,Q5HHC2,5.3.1.9,glucose-6-phosphate isomerase
2q8n,Q9X1A5,5.3.1.9,glucose-6-phosphate isomerase
1zzg,Q5SLL6,5.3.1.9,glucose-6-phosphate isomerase
2o2c,P13377,5.3.1.9,glucose-6-phosphate isomerase
1tzb,Q8ZWV0,5.3.1.9,glucose-6-phosphate isomerase
2q01,Q9A874,5.3.1.12,glucuronate isomerase
3iac,Q8ZM23,5.3.1.12,glucuronate isomerase
1j5s,Q9WXR9,5.3.1.12,glucuronate isomerase
1d8w,P32170,5.3.1.14,L-rhamnose isomerase
2y0o,P96578,5.3.1.15,D-lyxose ketol-isomerase
5a5w,P10372,5.3.1.16,isomerase
2w79,Q9X0C7,5.3.1.16,isomerase
2agk,P40545,5.3.1.16,isomerase
1ywk,Q838L9,5.3.1.17,5-dehydro-4-deoxy-D-glucuronate isomerase
1xru,Q46938,5.3.1.17,5-dehydro-4-deoxy-D-glucuronate isomerase
1t5o,O29877,5.3.1.23,S-methyl-5-thioribose-1-phosphate isomerase
2yvk,O31662,5.3.1.23,S-methyl-5-thioribose-1-phosphate isomerase
2a0u,Q4Q0R9,5.3.1.23,S-methyl-5-thioribose-1-phosphate isomerase
1w2w,Q06489,5.3.1.23,S-methyl-5-thioribose-1-phosphate isomerase
1pii,P00909,5.3.1.24,phosphoribosylanthranilate isomerase
5lhf,Q9YGB1,5.3.1.24,phosphoribosylanthranilate isomerase
1nsj,Q56320,5.3.1.24,phosphoribosylanthranilate isomerase
1m3s,P42404,5.3.1.27,6-phospho-3-hexuloisomerase
5lu5,Q93UJ2,5.3.1.28,D-sedoheptulose-7-phosphate isomerase
5yfj,O57947,5.3.1.29,"ribose-1,5-bisphosphate isomerase"
2zbl,Q8ZKT7,5.3.1.31,sulfoquinovose isomerase
2gff,Q7CG46,5.3.1.32,"(4S)-4-hydroxy-5-phosphooxypentane-2,3-dione isomerase"
1k77,Q46891,5.3.1.35,2-dehydrotetronate isomerase
3ktc,Q6D5T7,5.3.1.36,D-apiose isomerase
6b1k,P14174,5.3.2.1,phenylpyruvate tautomerase
2pa7,Q6T1W8,5.3.2.3,deoxy-alpha-D-galactopyranose-forming)
2oem,Q5L1E2,5.3.2.5,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase"
4rek,P12676,5.3.3.1,steroid Delta-isomerase
1ohp,P00947,5.3.3.1,steroid Delta-isomerase
6c1x,P07445,5.3.3.1,steroid Delta-isomerase
2dho,Q13907,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
1p0k,P50740,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
4n02,B2ILS5,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
1vcf,Q746I8,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
1hzt,Q46822,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
3hyq,Q8ZM82,5.3.3.2,isopentenyl-diphosphate Delta-isomerase
1u8v,P55792,5.3.3.3,vinylacetyl-CoA Delta-isomerase
3g7k,Q0QLE6,5.3.3.6,methylitaconate Delta-isomerase
1zcj,P07896,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
1sg4,P42126,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
4zdf,Q05871,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
4u19,O75521,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
1wdk,P28793,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
2wtb,Q9ZPI5,5.3.3.8,Delta(3)-Delta(2)-enoyl-CoA isomerase
1otg,Q05354,5.3.3.10,5-carboxymethyl-2-hydroxymuconate Delta-isomerase
1gtt,P37352,5.3.3.10,5-carboxymethyl-2-hydroxymuconate Delta-isomerase
6b1k,P14174,5.3.3.12,L-dopachrome isomerase
5hd6,Q8ZG80,5.3.3.14,trans-2-decenoyl-[acyl-carrier-protein] isomerase
1xub,Q51792,5.3.3.17,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
3h7j,P39639,5.3.3.19,"3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase"
3ed3,Q12404,5.3.4.1,protein disulfide-isomerase
3uem,P07237,5.3.4.1,protein disulfide-isomerase
3f8u,P30101,5.3.4.1,protein disulfide-isomerase
3idv,P13667,5.3.4.1,protein disulfide-isomerase
3ec3,P38659,5.3.4.1,protein disulfide-isomerase
4i6x,Q14554,5.3.4.1,protein disulfide-isomerase
4ef0,Q15084,5.3.4.1,protein disulfide-isomerase
5crw,P55059,5.3.4.1,protein disulfide-isomerase
2b5e,P17967,5.3.4.1,protein disulfide-isomerase
1x5e,Q9H3N1,5.3.4.1,protein disulfide-isomerase
3wgx,Q8NBS9,5.3.4.1,protein disulfide-isomerase
5y9z,O35543,5.3.99.2,prostaglandin-D synthase
3o22,P41222,5.3.99.2,prostaglandin-D synthase
1z9h,Q9N0A4,5.3.99.3,prostaglandin-E synthase
4bpm,O14684,5.3.99.3,prostaglandin-E synthase
1ejf,Q15185,5.3.99.3,prostaglandin-E synthase
3b6h,Q16647,5.3.99.4,prostaglandin-I synthase
1yad,P25053,5.3.99.10,thiazole tautomerase
1i60,P42419,5.3.99.11,2-keto-myo-inositol isomerase
4mup,A9CEQ7,5.4.1.4,D-galactarolactone isomerase
1p5d,P26276,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
5jn5,P36871,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
1kfi,P47244,5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
2dka,Q9P4V2,5.4.2.3,phosphoacetylglucosamine mutase
4gpz,P18669,5.4.2.4,bisphosphoglycerate mutase
2wf7,P71447,5.4.2.6,beta-phosphoglucomutase
3ot9,Q818Z9,5.4.2.7,phosphopentomutase
1p5d,P26276,5.4.2.8,phosphomannomutase
2fue,Q92871,5.4.2.8,phosphomannomutase
1s2w,P56839,5.4.2.9,phosphoenolpyruvate mutase
3pdk,Q81VN7,5.4.2.10,phosphoglucosamine mutase
3i3w,Q5NII8,5.4.2.10,phosphoglucosamine mutase
2f7l,Q976E4,5.4.2.10,phosphoglucosamine mutase
1e59,P62707,5.4.2.11,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
4gpz,P18669,5.4.2.11,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
2zkt,O57742,5.4.2.12,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
1o98,Q9X519,5.4.2.12,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
2f7l,Q976E4,5.4.2.13,phosphogalactosamine mutase
2a5h,Q9XBQ8,5.4.3.2,"lysine 2,3-aminomutase"
1xrs,E3PRJ5,5.4.3.3,"lysine 5,6-aminomutase"
1xrs,E3PRJ4,5.4.3.3,"lysine 5,6-aminomutase"
3kp1,E3PY95,5.4.3.5,"D-ornithine 4,5-aminomutase"
3kp1,E3PY96,5.4.3.5,"D-ornithine 4,5-aminomutase"
2qve,Q8GMG0,5.4.3.6,"tyrosine 2,3-aminomutase"
5hdm,P42799,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
2epj,Q9Y9I9,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
2cfb,Q8DLK8,5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
4c5s,Q68G84,5.4.3.10,phenylalanine aminomutase (L-beta-phenylalanine forming)
5jxz,P0AEJ3,5.4.4.2,isochorismate synthase
3st6,P9WFX1,5.4.4.2,isochorismate synthase
3bzm,P38051,5.4.4.2,isochorismate synthase
1ccw,P80077,5.4.99.1,methylaspartate mutase
1ccw,P80078,5.4.99.1,methylaspartate mutase
2xij,P22033,5.4.99.2,methylmalonyl-CoA mutase
5req,P11652,5.4.99.2,methylmalonyl-CoA mutase
5req,P11653,5.4.99.2,methylmalonyl-CoA mutase
1ufy,Q84FH6,5.4.99.5,chorismate mutase
2gtv,Q57696,5.4.99.5,chorismate mutase
5mpv,P9WIC1,5.4.99.5,chorismate mutase
5vht,P0A9J8,5.4.99.5,chorismate mutase
3st6,P9WFX1,5.4.99.5,chorismate mutase
3ret,Q51507,5.4.99.5,chorismate mutase
2fp1,P9WIB9,5.4.99.5,chorismate mutase
2gbb,Q7CHH5,5.4.99.5,chorismate mutase
2pv7,P43902,5.4.99.5,chorismate mutase
1w6k,P48449,5.4.99.7,lanosterol synthase
2bi7,Q48485,5.4.99.9,UDP-galactopyranose mutase
4j37,Q9Y606,5.4.99.12,tRNA pseudouridine(38-40) synthase
1dj0,P07649,5.4.99.12,tRNA pseudouridine(38-40) synthase
1vs3,Q5SHU9,5.4.99.12,tRNA pseudouridine(38-40) synthase
4xc7,Q1LRY0,5.4.99.13,isobutyryl-CoA mutase
3zo9,A0R6E0,5.4.99.16,maltose alpha-D-glucosyltransferase
2sqc,P33247,5.4.99.17,squalene--hopene cyclase
1ksk,P0AA43,5.4.99.19,16S rRNA pseudouridine(516) synthase
1vio,P45124,5.4.99.19,16S rRNA pseudouridine(516) synthase
2oml,P75966,5.4.99.20,23S rRNA pseudouridine(2457) synthase
3dh3,P32684,5.4.99.21,23S rRNA pseudouridine(2604) synthase
4lgt,P37765,5.4.99.22,23S rRNA pseudouridine(2605) synthase
2ist,P33643,5.4.99.23,23S rRNA pseudouridine(1911/1915/1917) synthase
1v9k,P0AA39,5.4.99.24,23S rRNA pseudouridine(955/2504/2580) synthase
2v9k,Q3MIT2,5.4.99.25,tRNA pseudouridine(55) synthase
1r3f,P60340,5.4.99.25,tRNA pseudouridine(55) synthase
2apo,Q57612,5.4.99.25,tRNA pseudouridine(55) synthase
1sgv,P9WHP7,5.4.99.25,tRNA pseudouridine(55) synthase
2aus,Q9V1A5,5.4.99.25,tRNA pseudouridine(55) synthase
2ey4,Q7LWY0,5.4.99.25,tRNA pseudouridine(55) synthase
1r3e,Q9WZW0,5.4.99.25,tRNA pseudouridine(55) synthase
1szw,Q57261,5.4.99.27,tRNA pseudouridine(13) synthase
1z2z,Q8Q0M2,5.4.99.27,tRNA pseudouridine(13) synthase
3t7v,Q46E78,5.4.99.58,methylornithine synthase
1ogd,P36946,5.4.99.62,D-ribose pyranase
1q5n,Q59092,5.5.1.2,"3-carboxy-cis,cis-muconate cycloisomerase"
1gr0,P9WKI1,5.5.1.4,inositol-3-phosphate synthase
1p1j,P11986,5.5.1.4,inositol-3-phosphate synthase
